a1,a5a,DR,a10,a12,a15_rec,a16,taille_menage,g01bis,g02bis,g04bis,g05bis,g06bis,g07bis,g08bis,g09bis,g11bis,g12bis,g12_autre,g10bis,g13bis,g14bis,g16bis,g19bis,g19_autre_a_preciser,g03_unitbis,g03_dureebis,g15_unitbis,g15_dureebis,poids,strate
DAKAR,03411,034,Chef de menage,Feminin,45-49ans,Halpulaar, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,2,Entre 30 minutes et 1 heure,Diminué,Torche,Oui,,,Non,,,Transport public TaTa,Aucune repproche,,Aucune demande,98,,,741.5542602539063,Dakar urbain
DAKAR,03501,035,Chef de menage,Masculi,45-49ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,7,Entre 30 minutes et 1 heure,Restée la même,Torche,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,909.3931274414063,Dakar urbain
DAKAR,03503,035,Chef de menage,Feminin,60-64ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,0,Entre 30 minutes et 1 heure,Diminué,Lampe rechargeable,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,909.3931274414063,Dakar urbain
DAKAR,03504,035,EpouseEpoux,Feminin,25-29ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Moins de 30 minutes,Restée la même,Lampe rechargeable,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,909.3931274414063,Dakar urbain
DAKAR,03507,035,Chef de menage,Masculi,55-59ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Moins de 30 minutes,Diminué,Bougies,Oui,,,Oui,,,Transport public Ndiaga ndiaye ou car rapide,"Indicipline conducteur, apprenti/receveur",,Aucune demande,98,,,909.3931274414063,Dakar urbain
DAKAR,03508,035,EpouseEpoux,Feminin,20-24ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,1,Entre 30 minutes et 1 heure,Restée la même,Bougies,Oui,,,Oui,,,Transport public TaTa,Aucune repproche,,Aucune demande,98,,,909.3931274414063,Dakar urbain
DAKAR,03511,035,Chef de menage,Masculi,40-44ans,Diola, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Entre 30 minutes et 1 heure,Augmenté,Bougies,Oui,,,Oui,,,Transport public Ndiaga ndiaye ou car rapide,Prix trop élevé,,Aucune demande,98,,,909.3931274414063,Dakar urbain
DAKAR,03610,036,Chef de menage,Feminin,35-39ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,3,Plus de 6 heures,Diminué,Bougies,Oui,,,Non,,,Transport public TaTa,Attente trop longue,,Aucune demande,98,,,713.9808959960938,Dakar urbain
DAKAR,03704,037,Chef de menage,Feminin,45-49ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Plus de 6 heures,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,"Indicipline conducteur, apprenti/receveur",,Aucune demande,98,,,531.6693725585938,Dakar urbain
DAKAR,03705,037,EpouseEpoux,Feminin,25-29ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,2,Moins de 30 minutes,Diminué,Torche,Oui,,,Oui,,,Transport Dakar Dem Dikk,Manque de place/surcharge,,Aucune demande,98,,,531.6693725585938,Dakar urbain
DAKAR,03707,037,Chef de menage,Masculi,85-89ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,2,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Taxi clando,Prix trop élevé,,Aucune demande,98,,,531.6693725585938,Dakar urbain
DAKAR,03709,037,Chef de menage,Feminin,35-39ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,3,Moins de 30 minutes,Restée la même,Bougies,Oui,,,Non,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,531.6693725585938,Dakar urbain
DAKAR,03710,037,EpouseEpoux,Feminin,45-49ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,1,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,531.6693725585938,Dakar urbain
DAKAR,03712,037,Enfant biologiqueAdopte,Masculi,35-39ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,1,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Non,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,531.6693725585938,Dakar urbain
DAKAR,03801,038,Chef de menage,Masculi,40-44ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,7,Moins de 30 minutes,Augmenté,Bougies,Oui,,,Oui,,,Transport public TaTa,Attente trop longue,,Aucune demande,98,,,210.5963134765625,Dakar urbain
DAKAR,03802,038,Chef de menage,Masculi,55-59ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,5,Moins de 30 minutes,Restée la même,Bougies,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,Manque de fiabilité des services de transport public,,Aucune demande,98,,,210.5963134765625,Dakar urbain
DAKAR,03803,038,Chef de menage,Masculi,55-59ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Entre 1 et 2 heures,Diminué,Bougies,Oui,,,Non,,,Transport Dakar Dem Dikk,Manque de place/surcharge,,Aucune demande,98,,,210.5963134765625,Dakar urbain
DAKAR,03804,038,Chef de menage,Feminin,50-54ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,7,Moins de 30 minutes,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,210.5963134765625,Dakar urbain
DAKAR,03805,038,Chef de menage,Feminin,30-34ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,3,Entre 30 minutes et 1 heure,Diminué,Torche,Oui,,,Non,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,210.5963134765625,Dakar urbain
DAKAR,03807,038,Enfant biologiqueAdopte,Masculi,35-39ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,3,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,210.5963134765625,Dakar urbain
DAKAR,03901,039,S?urFrere,Feminin,20-24ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Non,,,Taxi clando,"Indicipline conducteur, apprenti/receveur",,Aucune demande,98,,,813.4449462890625,Dakar urbain
DAKAR,03903,039,Chef de menage,Feminin,50-54ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Jamais,,,Restée la même,Torche,Oui,,,Oui,,,Transport public Ndiaga ndiaye ou car rapide,Aucune repproche,,Aucune demande,98,,,813.4449462890625,Dakar urbain
DAKAR,03908,039,Chef de menage,Feminin,45-49ans,Diola, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par mois,7,Moins de 30 minutes,Augmenté,Bougies,Oui,,,Oui,,,Transport public Ndiaga ndiaye ou car rapide,Perte de temps,,Aucune demande,98,,,813.4449462890625,Dakar urbain
DAKAR,04003,040,Autre personne non apparentee,Feminin,35-39ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,7,Entre 1 et 2 heures,Diminué,Bougies,Oui,,,Non,,,Taxi clando,"Indicipline conducteur, apprenti/receveur",,Aucune demande,98,,,890.248046875,Dakar urbain
DAKAR,04011,040,Enfant biologiqueAdopte,Feminin,40-44ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Entre 1 et 2 heures,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,"Indicipline conducteur, apprenti/receveur",,Aucune demande,98,,,890.248046875,Dakar urbain
DAKAR,04101,041,Enfant biologiqueAdopte,Masculi,20-24ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Moins de 30 minutes,Restée la même,Bougies,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,837.5989379882813,Dakar urbain
DAKAR,04108,041,Beau-FilsBelle-Fille,Feminin,25-29ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Entre 2 et 6 heures,Diminué,Systeme solaire personnel/generateur personnel,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,837.5989379882813,Dakar urbain
DAKAR,04109,041,NieceNeveu,Masculi,30-34ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Jamais,,,Restée la même,Bougies,Oui,,,Non,,,Transport Dakar Dem Dikk,Aucune repproche,,Aucune demande,98,,,837.5989379882813,Dakar urbain
DAKAR,04202,042,Beau-FrereBelle-S?ur,Masculi,18-19ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,1,Moins de 30 minutes,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,1739.723754882813,Rural
DAKAR,04206,042,PereMere,Feminin,55-59ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,7,Entre 1 et 2 heures,Augmenté,Bougies,Oui,,,Non,,,Taxi clando,"Indicipline conducteur, apprenti/receveur",,Aucune demande,98,,,1739.723754882813,Rural
DAKAR,04211,042,EpouseEpoux,Feminin,35-39ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Chaque jour,7,Plus de 6 heures,Augmenté,Bougies,Oui,,,Non,,,Taxi clando,"Indicipline conducteur, apprenti/receveur",,Aucune demande,98,,,1739.723754882813,Rural
DAKAR,04304,043,EpouseEpoux,Feminin,18-19ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,4,Entre 1 et 2 heures,Augmenté,Bougies,Oui,,,Non,,,Taxi clando,Aucune repproche,,Aucune demande,98,,,818.7149047851563,Dakar urbain
DAKAR,04505,045,EpouseEpoux,Feminin,40-44ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,7,Entre 2 et 6 heures,Augmenté,Lampe rechargeable,Oui,,,Non,,,Taxi clando,Perte de temps,,Aucune demande,98,,,758.2474975585938,Dakar urbain
DAKAR,04604,046,Chef de menage,Feminin,30-34ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,677.1326293945313,Dakar urbain
DAKAR,04704,047,S?urFrere,Masculi,30-34ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Entre 1 et 2 heures,Augmenté,Bougies,Oui,,,Non,,,Taxi clando,Prix trop élevé,,Aucune demande,98,,,827.884765625,Dakar urbain
DAKAR,04710,047,Enfant biologiqueAdopte,Masculi,35-39ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Moins de 30 minutes,Augmenté,Bougies,Oui,,,Oui,,,Transport public Ndiaga ndiaye ou car rapide,Perte de temps,,Aucune demande,98,,,827.884765625,Dakar urbain
DAKAR,04801,048,S?urFrere,Masculi,30-34ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Moins de 30 minutes,Augmenté,Lampe rechargeable,Oui,,,Non,,,Transport public TaTa,Trop dangereux,,Aucune demande,98,,,916.2943115234375,Dakar urbain
DAKAR,04812,048,Chef de menage,Feminin,35-39ans,Serere, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,2,Entre 30 minutes et 1 heure,Restée la même,Bougies,Oui,,,Non,,,Taxi clando,Trop dangereux,,Aucune demande,98,,,916.2943115234375,Dakar urbain
DAKAR,04902,049,Enfant biologiqueAdopte,Feminin,20-24ans,Diola, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,0,Moins de 30 minutes,Augmenté,Bougies,Oui,,,Non,,,Transport public TaTa,Manque de place/surcharge,,Aucune demande,98,,,804.094970703125,Dakar urbain
DAKAR,04904,049,EpouseEpoux,Feminin,30-34ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,1,Moins de 30 minutes,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Prix trop élevé,,Aucune demande,98,,,804.094970703125,Dakar urbain
DAKAR,04906,049,Chef de menage,Masculi,50-54ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Taxi jaune noir,Autre,prix du gasoil trop eleve,Aucune demande,98,,,804.094970703125,Dakar urbain
DAKAR,04911,049,Chef de menage,Masculi,45-49ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,7,Moins de 30 minutes,Augmenté,Bougies,Oui,,,Non,,,Transport Dakar Dem Dikk,Aucune repproche,,Aucune demande,98,,,804.094970703125,Dakar urbain
DAKAR,05006,050,Chef de menage,Masculi,35-39ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Plus de 6 heures,Restée la même,Bougies,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,Perte de temps,,Aucune demande,98,,,858.7422485351563,Dakar urbain
DAKAR,05007,050,Enfant biologique/Adopte,Masculi,20-24ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,2,Entre 1 et 2 heures,Diminué,Bougies,Oui,,,Non,,,Le trekking/marche/à pied,Perte de temps,,Aucune demande,98,,,858.7422485351563,Dakar urbain
DAKAR,05011,050,S?urFrere,Feminin,20-24ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,2,Entre 30 minutes et 1 heure,Restée la même,Bougies,Oui,,,Non,,,Transport public TaTa,Perte de temps,,Aucune demande,98,,,858.7422485351563,Dakar urbain
DAKAR,05105,051,Chef de menage,Masculi,35-39ans,Autres ? preciser, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,3,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Manque de place/surcharge,,Aucune demande,98,,,743.1787109375,Dakar urbain
DAKAR,05107,051,Chef de menage,Feminin,55-59ans,Diola, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par mois,1,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Non,,,Transport public TaTa,"Indicipline conducteur, apprenti/receveur",,Aucune demande,98,,,743.1787109375,Dakar urbain
ZIGUINCHOR,05310,053,Enfant biologiqueAdopte,Feminin,35-39ans,Diola, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,0,Entre 2 et 6 heures,Diminué,Bougies,Oui,,,Non,,,Le trekking/marche/à pied,Aucune repproche,,Aucune demande,98,,,823.0040283203125,Autres urbains
ZIGUINCHOR,05404,054,EpouseEpoux,Feminin,45-49ans,Diola, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,0,Moins de 30 minutes,Restée la même,Bougies,Oui,,,Oui,,,Transport public TaTa,Perte de temps,,Aucune demande,98,,,611.30810546875,Autres urbains
ZIGUINCHOR,05409,054,Chef de menage,Masculi,45-49ans,Diola, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,1,Entre 1 et 2 heures,Augmenté,Torche,Oui,,,Non,,,Transport public TaTa,Aucune repproche,,Aucune demande,98,,,611.30810546875,Autres urbains
ZIGUINCHOR,05412,054,Chef de menage,Feminin,45-49ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par mois,0,Plus de 6 heures,Restée la même,Bougies,Non,Branchement clandestin,,,,,Transport public Ndiaga ndiaye ou car rapide,Aucune repproche,,Aucune demande,98,,,611.30810546875,Autres urbains
ZIGUINCHOR,05602,056,EpouseEpoux,Feminin,30-34ans,Manjaag, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par mois,2,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,La moto/le scooter/taxi jakarta,Prix trop élevé,,Aucune demande,98,,,1632.982543945313,Rural
ZIGUINCHOR,05605,056,Enfant biologiqueAdopte,Feminin,30-34ans,Diola, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,1,Entre 30 minutes et 1 heure,Restée la même,Bougies,Oui,,,Oui,,,La moto/le scooter/taxi jakarta,Aucune repproche,,Aucune demande,98,,,1632.982543945313,Rural
DIOURBEL,05704,057,EpouseEpoux,Feminin,30-34ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,2,Entre 30 minutes et 1 heure,Restée la même,Torche,Oui,,,Oui,,,Taxi clando,Prix trop élevé,,Aucune demande,98,,,790.8388061523438,Autres urbains
DIOURBEL,05709,057,Chef de menage,Masculi,60-64ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Moins de 30 minutes,Diminué,Torche,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,Aucune demande,98,,,790.8388061523438,Autres urbains
DIOURBEL,05710,057,EpouseEpoux,Feminin,20-24ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,2,Moins de 30 minutes,Diminué,Torche,Oui,,,Oui,,,La moto/le scooter/taxi jakarta,Manque de place/surcharge,,Aucune demande,98,,,790.8388061523438,Autres urbains
DIOURBEL,05711,057,Chef de menage,Masculi,30-34ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,2,Entre 1 et 2 heures,Diminué,Torche,Oui,,,Oui,,,Transport public TaTa,Perte de temps,,Aucune demande,98,,,790.8388061523438,Autres urbains
DIOURBEL,05805,058,Chef de menage,Masculi,60-64ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Plus de 6 heures,Augmenté,Torche,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,Aucune demande,98,,,1664.672119140625,Rural
DIOURBEL,05810,058,Autre Parent,Feminin,25-29ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Plus de 6 heures,Augmenté,Torche,Oui,,,Oui,,,L'âne/charrette (tirée a la main ou par animal),Aucune desserte,,Aucune demande,98,,,1664.672119140625,Rural
DIOURBEL,05910,059,EpouseEpoux,Feminin,30-34ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,2,Moins de 30 minutes,Diminué,Torche,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Aucune repproche,,Aucune demande,98,,,855.6905517578125,Autres urbains
DIOURBEL,06012,060,Beau-FilsBelle-Fille,Feminin,30-34ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Entre 2 et 6 heures,Diminué,Torche,Oui,,,Oui,,,L'âne/charrette (tirée a la main ou par animal),Attente trop longue,,Aucune demande,98,,,804.592529296875,Autres urbains
DIOURBEL,06304,063,Autre Parent,Feminin,20-24ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Entre 30 minutes et 1 heure,Augmenté,Autre,Oui,,,Oui,,,L'âne/charrette (tirée a la main ou par animal),Trop dangereux,,Aucune demande,98,,,1572.501708984375,Rural
DIOURBEL,06305,063,PereMere,Feminin,50-54ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Entre 30 minutes et 1 heure,Augmenté,Lampe rechargeable,Oui,,,Non,,,Transport public TaTa,Aucune repproche,,Aucune demande,98,,,1572.501708984375,Rural
SAINT-LOUIS,07506,075,Beau-FilsBelle-Fille,Feminin,35-39ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Chaque jour,6,Moins de 30 minutes,Augmenté,Bougies,Oui,,,Non,,,Le trekking/marche/à pied,Aucune repproche,,Aucune demande,98,,,1538.461669921875,Rural
TAMBACOUNDA,07703,077,Chef de menage,Masculi,35-39ans,Diola, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,1,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Non,,,La moto/le scooter/taxi jakarta,Prix trop élevé,,Aucune demande,98,,,791.4495239257813,Autres urbains
KAOLACK,08109,081,Chef de menage,Feminin,40-44ans,Diola, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,3,Moins de 30 minutes,Augmenté,Bougies,Oui,,,Non,,,Taxi clando,Trop dangereux,,Aucune demande,98,,,727.8095703125,Autres urbains
